City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,severo-kurilsk,50.6789,156.125,0.34,97,100,10.31,RU,1680890576
366,wanning,18.8003,110.3967,23.02,95,100,3.68,CN,1680890576
367,quatre cocos,-20.2078,57.7625,25.05,77,45,3.14,MU,1680890576
368,kudahuvadhoo,2.6708,72.8944,27.88,68,53,1.32,MV,1680890577
369,awbari,26.5921,12.7805,26.24,23,63,6.29,LY,1680890577
370,scottsbluff,41.8666,-103.6672,15.99,27,0,1.54,US,1680890578
371,tommot,58.9564,126.2925,-17.37,95,93,1.79,RU,1680890578
372,wallasey,53.4232,-3.065,12.82,43,0,2.57,GB,1680890579
373,uinskoye,56.8817,56.5813,-2.61,70,1,1.38,RU,1680890579
374,krasnyy luch,48.1395,38.9371,10.66,75,98,3.09,UA,1680890343
375,strezhevoy,60.7333,77.5889,-16.14,91,50,4.6,RU,1680890580
376,wamba,8.9333,8.6,32.05,36,93,1.06,NG,1680890581
377,saint-louis,16.3333,-15.0,36.17,10,77,4.73,SN,1680890581
378,batagay,67.6333,134.6333,-25.95,91,12,2.96,RU,1680890582
379,carney,39.3943,-76.5236,13.44,33,75,4.63,US,1680890583
380,nkan,0.3833,9.7833,25.36,90,66,1.91,GA,1680890583
381,abu dhabi,24.4667,54.3667,26.08,82,2,3.83,AE,1680890413
382,uspenka,48.3903,39.1619,11.81,71,95,1.76,UA,1680890586
383,havoysund,70.9963,24.6622,3.13,97,100,4.38,NO,1680890586
384,fort-shevchenko,44.5086,50.263,10.65,83,100,3.5,KZ,1680890587
385,waingapu,-9.6567,120.2641,25.18,86,100,2.35,ID,1680890587
386,teahupoo,-17.8333,-149.2667,23.98,78,100,8.74,PF,1680890588
387,ryde,50.73,-1.1621,12.32,72,9,1.34,GB,1680890589
388,red bluff,40.1785,-122.2358,12.38,87,100,7.2,US,1680890589
389,adiake,5.2863,-3.304,27.85,77,91,4.65,CI,1680890591
390,zawiercie,50.4877,19.4168,3.44,96,100,0.83,PL,1680890592
391,katobu,-4.9408,122.5276,23.87,89,65,1.52,ID,1680890593
392,nemuro,43.3236,145.575,3.21,100,100,2.72,JP,1680890595
393,touros,-5.1989,-35.4608,28.75,70,77,5.2,BR,1680890595
394,villanueva de la serena,38.9766,-5.7974,21.8,27,9,3.2,ES,1680890596
395,brae,60.3964,-1.353,7.37,88,69,5.33,GB,1680890596
396,senneterre,48.3835,-77.2328,-4.64,75,100,6.3,CA,1680890598
397,sola,-13.8833,167.55,27.55,75,49,2.09,VU,1680890599
398,cabedelo,-6.9811,-34.8339,28.34,71,49,5.17,BR,1680890538
399,pahrump,36.2083,-115.9839,18.47,18,100,3.58,US,1680890600
400,vestmanna,62.1564,-7.1664,6.51,76,48,6.69,FO,1680890600
401,plakhtiyivka,46.1006,29.7217,6.4,89,88,2.75,UA,1680890601
402,nha trang,12.25,109.1833,26.0,91,28,2.14,VN,1680890337
403,nabire,-3.3667,135.4833,23.78,91,100,1.57,ID,1680890601
404,husavik,66.0449,-17.3389,3.89,94,100,5.81,IS,1680890602
405,ampanihy,-24.7,44.75,24.67,83,72,1.25,MG,1680890603
406,morondava,-20.2833,44.2833,26.53,81,85,3.35,MG,1680890604
407,kizhinga,51.8462,109.9097,1.7,47,11,2.48,RU,1680890605
408,araouane,18.9048,-3.5265,31.46,12,80,3.27,ML,1680890606
409,suzun,53.7841,82.3116,-5.46,89,100,6.34,RU,1680890606
410,edgewood,39.4187,-76.2944,14.07,34,100,2.24,US,1680890501
411,faya,18.3851,42.4509,17.64,67,39,2.95,SA,1680890607
412,huambo,-12.7761,15.7392,18.51,75,100,0.69,AO,1680890608
413,jijiga,9.35,42.8,20.36,67,92,3.98,ET,1680890608
414,bairiki,1.3292,172.9752,27.5,80,68,8.62,KI,1680890609
415,ciudad bolivar,8.1222,-63.5497,36.16,25,82,4.5,VE,1680890609
416,vanimo,-2.6741,141.3028,24.73,89,100,1.84,PG,1680890610
417,omsukchan,62.5333,155.8,-22.68,100,65,1.71,RU,1680890610
418,mgachi,51.05,142.2667,-2.99,91,78,2.24,RU,1680890611
419,wanaka,-44.7,169.15,3.39,88,0,0.89,NZ,1680890457
420,kokoda,-8.8785,147.7407,24.03,96,100,0.47,PG,1680890612
421,kandi,11.1342,2.9386,36.85,20,91,0.82,BJ,1680890612
422,luanda,-8.8368,13.2343,28.0,78,40,3.09,AO,1680890613
423,wajir,1.7471,40.0573,29.21,55,60,4.18,KE,1680890613
424,salalah,17.0151,54.0924,27.02,74,13,2.41,OM,1680890614
425,lavrentiya,65.5833,-171.0,-24.35,88,100,3.03,RU,1680890614
426,ust-tsilma,65.441,52.1498,-0.23,92,83,4.31,RU,1680890615
427,kirkwall,58.9848,-2.9587,8.03,87,75,4.12,GB,1680890615
428,goderich,43.7501,-81.7165,2.73,59,46,7.06,CA,1680890616
429,yandyki,45.7691,47.1258,12.32,67,93,3.82,RU,1680890616
430,jinchang,38.4953,102.1739,5.75,31,100,1.74,CN,1680890617
431,anloga,5.7947,0.8973,28.64,77,88,6.46,GH,1680890617
432,novikovo,51.1537,37.8879,10.99,70,99,3.08,RU,1680890618
433,rumuruti,0.267,36.5389,17.34,83,53,4.39,KE,1680890618
434,dergachi,51.2328,48.7659,10.2,62,4,5.26,RU,1680890619
435,media luna,20.1419,-77.435,30.07,46,2,1.92,CU,1680890619
436,severo-yeniseyskiy,60.3725,93.0408,-24.16,97,100,2.6,RU,1680890620
437,north adams,42.7009,-73.1087,8.2,55,80,2.24,US,1680890621
438,baft,29.234,56.6057,12.05,44,76,2.47,IR,1680890621
439,edd,13.9297,41.6925,32.07,57,70,9.04,ER,1680890622
440,marawi,7.9986,124.2928,19.33,92,66,0.53,PH,1680890622
441,muli,2.9167,73.5667,28.25,68,46,1.65,MV,1680890623
442,mount isa,-20.7333,139.5,24.87,36,83,3.09,AU,1680890502
443,ritchie,-29.038,24.6028,21.68,45,73,3.25,ZA,1680890624
444,banjar,-8.19,114.9675,24.32,90,100,2.47,ID,1680890624
445,tura,25.5198,90.2201,22.05,45,46,1.64,IN,1680890624
446,batagay-alyta,67.8006,130.4114,-25.69,98,99,1.18,RU,1680890625
447,baghdad,33.3406,44.4009,22.95,38,0,1.03,IQ,1680890416
448,general pico,-35.6566,-63.7568,29.17,37,19,3.44,AR,1680890626
449,cacule,-14.5033,-42.2222,34.84,26,78,3.85,BR,1680890626
450,mustasaari,63.1142,21.6822,0.97,80,0,1.03,FI,1680890627
451,cayenne,4.9333,-52.3333,29.02,61,40,6.17,GF,1680890375
452,severobaykalsk,55.65,109.3167,-5.95,90,94,1.36,RU,1680890628
453,komsomolskiy,40.4272,71.7189,16.4,48,75,1.03,UZ,1680890629
454,beruwala,6.4788,79.9828,25.74,83,19,2.68,LK,1680890629
455,hun,29.1268,15.9477,21.69,27,87,7.0,LY,1680890630
456,ishigaki,24.3448,124.1572,19.26,73,100,13.19,JP,1680890444
457,mnogovershinnyy,53.9353,139.9242,-7.73,94,100,2.42,RU,1680890630
458,lazaro cardenas,17.9583,-102.2,29.44,46,0,3.89,MX,1680890631
459,puerto baquerizo moreno,-0.9,-89.6,26.27,77,100,2.71,EC,1680890632
460,kalmar,56.6616,16.3616,3.41,93,100,5.36,SE,1680890632
461,monteagudo,-19.8167,-63.9833,22.26,63,88,1.78,BO,1680890633
462,karratha,-20.7377,116.8463,28.73,60,11,3.7,AU,1680890473
463,christchurch,-43.5333,172.6333,11.08,82,100,1.54,NZ,1680890161
464,kandrian,-6.2167,149.55,24.81,91,100,4.39,PG,1680890634
465,chuguyevka,44.1653,133.8633,-1.95,57,33,0.7,RU,1680890635
466,sistranda,63.7256,8.834,6.98,70,88,4.99,NO,1680890635
467,baruun-urt,46.6806,113.2792,0.96,33,1,5.06,MN,1680890636
468,mabaruma,8.2,-59.7833,30.36,45,93,4.47,GY,1680890636
469,davila,18.4726,120.5763,25.99,83,35,9.73,PH,1680890637
470,brenham,30.1669,-96.3977,11.95,1,100,5.24,US,1680890637
471,paldiski,59.3567,24.0531,8.81,60,0,4.12,EE,1680890638
472,cabras,39.93,8.5314,11.29,76,4,1.89,IT,1680890638
473,mul,20.0667,79.6667,28.76,39,98,5.56,IN,1680890639
474,te anau,-45.4167,167.7167,3.32,94,12,0.43,NZ,1680890470
475,payo,-3.7508,103.6372,22.55,97,100,0.56,ID,1680890640
476,necochea,-38.5473,-58.7368,24.85,47,9,1.58,AR,1680890640
477,ixtapa,20.7,-105.2,24.57,69,0,3.6,MX,1680890641
478,lompoc,34.6391,-120.4579,18.25,67,48,2.68,US,1680890641
479,vaitape,-16.5167,-151.75,28.64,76,89,9.03,PF,1680890642
480,san cristobal,7.7669,-72.225,25.12,52,99,2.95,VE,1680890642
481,uyskoye,54.3775,60.0047,-3.32,46,0,3.13,RU,1680890643
482,venado tuerto,-33.7456,-61.9688,27.22,43,38,3.46,AR,1680890643
483,honiara,-9.4333,159.95,25.14,87,40,1.3,SB,1680890644
484,beyneu,45.3167,55.2,16.89,45,87,6.19,KZ,1680890644
485,palimbang,6.2106,124.1894,24.81,79,61,2.98,PH,1680890645
486,selma,36.5708,-119.6121,19.02,59,100,1.54,US,1680890646
487,liberal,37.0431,-100.921,17.08,15,0,8.75,US,1680890647
488,alasehir,38.3508,28.5172,10.78,77,30,1.39,TR,1680890647
489,ponta delgada,37.7333,-25.6667,12.4,76,40,5.14,PT,1680890546
490,bilma,18.6853,12.9164,34.25,10,64,3.91,NE,1680890648
491,bilibino,68.0546,166.4372,-26.8,98,42,2.34,RU,1680890649
492,olafsvik,64.8945,-23.7142,6.56,86,100,15.06,IS,1680890649
493,wakkanai,45.4094,141.6739,3.9,86,100,2.28,JP,1680890650
494,baglung,28.2719,83.5898,17.02,44,27,2.8,NP,1680890650
495,cartagena,10.3997,-75.5144,29.79,66,40,5.14,CO,1680890651
496,langsa,4.4683,97.9683,24.3,93,94,1.09,ID,1680890651
497,bangassou,4.7413,22.8184,24.24,74,95,0.85,CF,1680890652
498,santa isabel do rio negro,-0.4139,-65.0192,30.2,68,93,1.68,BR,1680890653
499,itarema,-2.9248,-39.9167,28.1,74,64,4.6,BR,1680890653
500,keningau,5.3378,116.1602,20.86,98,61,0.5,MY,1680890654
501,erzin,36.9559,36.2,12.18,86,24,0.71,TR,1680890654
502,zyryanka,65.75,150.85,-27.12,100,80,0.46,RU,1680890655
503,sisimiut,66.9395,-53.6735,-6.3,58,46,3.3,GL,1680890655
504,sitka,57.0531,-135.33,4.94,81,100,0.0,US,1680890656
505,saldanha,-33.0117,17.9442,16.28,84,97,8.5,ZA,1680890656
506,yulara,-25.2406,130.9889,17.18,44,6,3.56,AU,1680890657
507,krasnoselkup,65.7,82.4667,-12.02,95,100,5.26,RU,1680890658
508,yashkul,46.1711,45.3435,15.48,49,88,2.82,RU,1680890658
509,olavarria,-36.8927,-60.3225,25.79,37,2,2.19,AR,1680890658
510,awjilah,29.1081,21.2869,23.87,25,85,4.04,LY,1680890659
511,turtas,58.9417,69.1325,-13.77,91,25,1.89,RU,1680890660
512,blythe,33.6103,-114.5964,22.8,10,78,0.56,US,1680890660
513,medea,36.2642,2.7539,10.06,57,0,2.15,DZ,1680890661
514,rohatyn,49.409,24.6093,1.58,100,100,3.63,UA,1680890661
515,san carlos,9.6612,-68.5827,33.16,35,97,2.06,VE,1680890662
516,newport,51.5877,-2.9984,13.06,71,94,0.42,GB,1680890662
517,yongan,39.6957,113.6871,0.36,54,0,3.01,CN,1680890663
518,morant bay,17.8815,-76.4093,27.08,63,23,3.32,JM,1680890663
519,ulaangom,49.9811,92.0667,-5.78,84,98,0.68,MN,1680890664
520,caluquembe,-13.7833,14.6833,18.05,80,99,1.65,AO,1680890664
521,tarare,45.8976,4.4327,12.01,73,38,1.83,FR,1680890665
522,lujan,-34.5703,-59.105,27.79,44,0,0.89,AR,1680890665
523,aykhal,66.0,111.5,-31.54,98,44,5.46,RU,1680890665
524,quelimane,-17.8786,36.8883,22.3,81,15,1.86,MZ,1680890666
525,luwuk,-0.9516,122.7875,25.09,75,90,1.57,ID,1680890667
526,san buenaventura,27.0833,-101.5333,13.6,74,100,2.08,MX,1680890668
527,rancho veloz,22.8806,-80.3917,28.67,48,42,8.51,CU,1680890668
528,sur,22.5667,59.5289,26.11,65,0,4.03,OM,1680890669
529,basco,20.4487,121.9702,23.58,84,93,13.44,PH,1680890669
530,veisiejai,54.1,23.7,9.76,86,96,2.96,LT,1680890670
531,port macquarie,-31.4333,152.9167,14.94,79,17,3.4,AU,1680890670
532,gizo,-8.103,156.8419,27.36,75,99,1.28,SB,1680890672
533,la ronge,55.1001,-105.2842,0.01,86,23,5.56,CA,1680890672
534,cangzhou,38.3167,116.8667,7.36,39,0,4.39,CN,1680890673
535,gravdal,68.1214,13.5031,3.88,93,97,9.64,NO,1680890673
536,balkhash,46.844,74.9804,6.31,87,88,4.96,KZ,1680890674
537,sobolevo,54.4299,31.8996,9.3,73,100,3.67,RU,1680890674
538,wahiawa,21.5028,-158.0236,24.18,76,75,0.0,US,1680890675
539,grand gaube,-20.0064,57.6608,25.21,78,48,0.89,MU,1680890675
540,skjervoy,70.0311,20.9714,2.0,98,100,7.81,NO,1680890676
541,camara de lobos,32.6333,-16.9667,19.35,83,75,4.63,PT,1680890676
542,kailua,21.4022,-157.7394,25.99,77,75,4.63,US,1680890677
543,hay river,60.8156,-115.7999,3.09,97,89,5.47,CA,1680890677
544,sorland,67.667,12.6934,4.92,95,97,11.28,NO,1680890678
545,neiafu,-18.65,-173.9833,24.38,94,75,0.0,TO,1680890678
546,pasir mas,6.0493,102.1399,24.83,88,46,0.19,MY,1680890678
547,galanta,48.19,17.7275,7.77,82,100,2.12,SK,1680890679
548,mackay,-21.15,149.2,24.82,91,42,5.32,AU,1680890679
549,villa carlos paz,-31.4241,-64.4978,26.88,36,1,4.02,AR,1680890680
550,cam ranh,11.9214,109.1591,25.98,89,20,0.0,VN,1680890680
551,chalmette,29.9427,-89.9634,23.0,89,100,3.6,US,1680890681
552,batemans bay,-35.7167,150.1833,12.45,84,52,2.65,AU,1680890681
553,varca,15.2167,73.9167,28.0,83,40,1.03,IN,1680890682
554,santa vitoria do palmar,-33.5189,-53.3681,22.66,55,98,4.18,BR,1680890682
555,sioux lookout,50.1001,-91.917,-0.8,77,98,2.26,CA,1680890683
556,san luis,-33.295,-66.3356,28.48,29,11,1.27,AR,1680890683
557,santa cruz de la palma,28.6835,-17.7642,20.08,60,75,2.06,ES,1680890684
558,pelotas,-31.7719,-52.3425,24.01,64,75,3.6,BR,1680890685
559,safaga,26.7292,33.9365,27.26,27,0,2.32,EG,1680890685
